nilai_rating,nilai_prediksi,nilai_MAE
,,4.84060726600417
0.0,6.093959956768806,
0.0,6.2479625457141,
0.0,4.42363156377991,
0.0,0.2654006730675859,
0.0,1.3830611631421945,
0.0,3.925502234126663,
0.0,3.2456475951591885,
0.0,3.3458746955479675,
0.0,2.8075572668771867,
0.0,2.460471525885093,
0.0,2.7768282631850956,
0.0,8.542703540377152,
0.0,6.953658043362121,
0.0,3.645995161952927,
0.0,6.953661273352875,
0.0,7.603287775291161,
0.0,4.405372511071611,
0.0,3.8170311674586217,
0.0,3.90970321995335,
0.0,4.003938939661458,
0.0,4.0878833473898695,
0.0,1.4442172741480936,
0.0,7.599619387146385,
0.0,7.823054313281118,
0.0,4.588195597938241,
0.0,4.771489678505231,
9.0,3.546363001529044,
0.0,5.085177727277176,
0.0,4.383800852316658,
0.0,5.734444115670109,
0.0,-2.3132314286785336,
0.0,8.85483870967742,
0.0,3.553225806451614,
0.0,6.403393537765564,
0.0,5.451948365853709,
0.0,5.653225806451611,
0.0,3.554290928926941,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,-0.01612903224417657,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.451612903225808,
0.0,0.0,
0.0,5.451612903225806,
0.0,0.0,
0.0,1.9032258064516132,
0.0,3.076211394609938,
0.0,4.54990936204009,
0.0,8.451612903225808,
0.0,6.03700718109838,
0.0,1.7393174559029263,
0.0,5.058459163952324,
0.0,3.202967756473914,
0.0,6.179783985020198,
0.0,-0.9627759666156368,
0.0,7.679393917168623,
0.0,-3.338760736208275,
10.0,9.375482921952216,
10.0,11.358655343684564,
9.0,8.558655343684563,
10.0,4.7683327630394015,
0.0,4.906272113908802,
7.0,5.611042417371728,
10.0,5.2683327630394015,
10.0,4.768338907251755,
10.0,4.76833359456812,
10.0,4.967578492079627,
0.0,5.7683327630394015,
10.0,15.818119831407266,
0.0,11.768332763797657,
10.0,4.76833359456812,
0.0,11.768338907251755,
10.0,12.268668225667303,
10.0,5.7683327630394015,
8.0,5.929530260251736,
10.0,4.768333068941722,
10.0,6.618958760067372,
10.0,9.073423583518533,
10.0,7.811062153772237,
10.0,9.791159505365183,
10.0,12.52175246418973,
10.0,8.957215560639948,
0.0,9.867970496415968,
10.0,6.671176279488964,
10.0,9.327789176502975,
0.0,10.567640553586198,
10.0,8.256707940799174,
0.0,1.8650558977988685,
0.0,9.384900599058648,
0.0,7.170013345008698,
0.0,4.4486802767843825,
0.0,-0.9761093507371335,
0.0,14.334557740043216,
0.0,5.313760562213382,
0.0,5.868550115675018,
0.0,4.868550115675111,
0.0,4.86855011567502,
0.0,1.4803518845945725,
0.0,4.046105598580814,
0.0,7.368550115675018,
0.0,0.0,
0.0,5.368550115675018,
0.0,0.0,
0.0,9.368550115777637,
0.0,6.868550115675017,
0.0,11.711909457941315,
0.0,5.72768894036744,
0.0,4.31520738310706,
0.0,8.039513893394634,
7.0,8.793140008926903,
0.0,6.29381037594203,
10.0,4.837905108573409,
10.0,-23.173950191382563,
10.0,3.8155566503541047,
10.0,6.12740596555723,
0.0,5.654168216490413,
0.0,12.047428399874354,
0.0,7.533373651302636,
0.0,-1.6993964298526916,
10.0,6.470439893593207,
7.0,5.098571372697198,
7.0,8.584194456083825,
0.0,5.537503776532942,
0.0,8.442245782109332,
0.0,5.381333369897636,
0.0,5.14341163228089,
0.0,5.112227072746848,
0.0,4.6033223630544855,
0.0,5.918448287915758,
0.0,4.353242686913401,
0.0,8.942547631948553,
0.0,8.060198378313158,
0.0,5.494566937573082,
0.0,8.060200887189048,
0.0,10.107925027569934,
0.0,6.365707539484756,
0.0,6.574532017226963,
0.0,5.958583567739964,
5.0,5.525094563667159,
9.0,5.752342703135339,
0.0,4.719275946277909,
0.0,8.070770237478051,
0.0,6.708499983373422,
0.0,6.804605254287799,
0.0,6.783951694131767,
0.0,6.1849554844008345,
9.0,7.579262316018582,
7.0,7.167046300033294,
0.0,6.540062627301619,
0.0,-2.0548897684663396,
10.0,12.893516986769189,
10.0,13.451509821488385,
10.0,11.706720773163097,
10.0,8.876114748505746,
10.0,10.191312242322073,
10.0,11.026114459965786,
10.0,10.621550986978036,
10.0,10.503892364192017,
10.0,10.061853783774538,
10.0,10.175148597119982,
10.0,9.288187077796021,
10.0,14.85744075948659,
10.0,13.756266956851086,
10.0,10.86087043336853,
10.0,13.756269975526083,
10.0,14.678026146369131,
10.0,11.773817656936876,
10.0,11.007892427875662,
10.0,11.350854737496437,
10.0,11.771777055013839,
10.0,11.640456895429029,
10.0,10.860640923230095,
10.0,14.462700054656072,
10.0,13.334520607933447,
10.0,11.476873554733839,
10.0,14.19087026485094,
10.0,11.37004344021665,
10.0,11.51176404687796,
10.0,11.344964033442974,
10.0,10.767281255932826,
0.0,4.260119742657763,
0.0,10.62215587298243,
0.0,5.321202282289977,
0.0,8.16993812248893,
0.0,7.21926552915872,
0.0,7.442066834881956,
0.0,9.96407878919168,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,1.7511881310608353,
0.0,6.512478453627592,
10.0,0.0,
10.0,0.0,
0.0,0.0,
10.0,0.0,
10.0,12.218930066530818,
0.0,0.0,
0.0,7.218930066530818,
0.0,6.5124787595299125,
0.0,4.370447662196548,
0.0,5.389834930749511,
0.0,8.851727518401919,
0.0,-2.1096551383921476,
10.0,4.228105561229674,
10.0,15.109104870896948,
0.0,-2.6705585649382,
0.0,-17.951448055853366,
0.0,8.015446343870687,
0.0,4.040912669440144,
0.0,-6.438199543899859,
0.0,-1.5714435729032632,
0.0,6.9988055547689925,
0.0,8.757304534237282,
0.0,6.6521207774188795,
0.0,2.067964677031318,
0.0,9.149656838748184,
0.0,3.1808309734276694,
0.0,5.3382953570574,
0.0,4.349206117510529,
0.0,4.349206001581027,
0.0,6.662794732478638,
0.0,-0.5198665000204468,
0.0,7.035773048075588,
0.0,6.90322580721032,
0.0,4.8382953752023985,
0.0,6.903231950664417,
0.0,8.914677062022966,
0.0,6.327384730678774,
0.0,5.7569857990108995,
0.0,5.816474110975317,
0.0,9.144897704484498,
8.0,7.678849911683123,
0.0,4.373607385236979,
0.0,6.9783517360231215,
0.0,5.845545972906723,
0.0,5.38086537999445,
8.0,4.476097658905679,
0.0,5.380120913756557,
0.0,7.739620077072716,
0.0,13.960667563702646,
0.0,7.331225666343138,
0.0,-2.3528912749070283,
0.0,7.780488856738938,
0.0,9.821533972835494,
10.0,8.651835845048316,
10.0,5.148249136227415,
10.0,7.858005394449135,
10.0,6.023563581561172,
0.0,6.659428109218719,
0.0,6.554526685901435,
0.0,6.122188559088579,
0.0,7.24899297627275,
0.0,5.767452421833967,
0.0,11.41664096539034,
0.0,10.066913389959366,
0.0,6.882522811851573,
0.0,10.06691672549057,
10.0,10.92855475880196,
0.0,7.776232896383787,
10.0,7.82518825720874,
0.0,7.410723771830543,
0.0,8.42697706600805,
0.0,7.439228804760964,
0.0,6.498333760270568,
10.0,9.845370637926925,
10.0,8.957157753579601,
0.0,8.231644467020056,
10.0,9.943035890704687,
0.0,8.532647645636743,
10.0,7.670439177795677,
10.0,8.486527955950821,
10.0,9.096280837853733,
0.0,0.806174468820064,
0.0,8.85483870967742,
0.0,3.553225806451614,
0.0,6.403393537765564,
0.0,-2.234844560382108,
0.0,5.653225806451612,
0.0,5.14400432807955,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,-0.01612903224417657,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.451612903225808,
0.0,0.0,
0.0,5.451612903225806,
0.0,0.0,
0.0,1.9032258064516132,
0.0,3.0762113946099374,
0.0,6.0,
0.0,8.451612903225808,
0.0,7.451612903225806,
0.0,0.6372086340955438,
0.0,5.137324744682686,
0.0,0.9999999999999999,
0.0,5.459696030577341,
0.0,9.56704873399297,
0.0,13.803634640306969,
0.0,-2.532586267388211,
0.0,7.476106454912823,
0.0,4.307378105003527,
0.0,8.004250051210933,
0.0,4.726408544568798,
0.0,8.569822905384921,
0.0,7.509080685838245,
0.0,5.757794153611453,
0.0,6.157895174330162,
0.0,5.3207780821615165,
0.0,7.097298934382568,
0.0,4.847468522334741,
0.0,7.536702694442943,
0.0,7.674193549145353,
0.0,6.657895640481852,
0.0,7.674193548387098,
0.0,9.777420262125402,
0.0,7.3170008145652385,
0.0,6.480699283057586,
0.0,6.324451219746655,
0.0,5.342369232490036,
0.0,4.700349621355314,
0.0,5.113497275282035,
0.0,8.105035939463681,
0.0,6.013877331061288,
9.0,6.391977281157709,
9.0,7.492455035083531,
0.0,6.982193221124996,
0.0,7.371946322987957,
9.0,5.344492836386458,
0.0,5.47817275312345,
0.0,-2.0621370876595426,
0.0,9.82804021433665,
0.0,7.82271801595428,
0.0,8.256763622451553,
0.0,7.3295205163333765,
10.0,7.9912314468191195,
10.0,8.702274422398219,
0.0,7.557128519201315,
0.0,7.708841052732138,
0.0,7.020234850167835,
0.0,7.2288011091948725,
10.0,5.821203250047514,
0.0,9.286556580056184,
0.0,9.455166913307757,
0.0,8.208841436184985,
0.0,9.455166912549503,
0.0,11.00289302388326,
0.0,9.017127698348961,
0.0,8.194834256430664,
10.0,8.331090525464656,
10.0,7.7607559141995015,
10.0,7.612593416301465,
10.0,7.15744007110461,
10.0,10.080886358914407,
3.0,8.0647599749117,
0.0,6.269373152964688,
10.0,9.224883425437339,
10.0,8.177901100648784,
0.0,8.625640525120469,
10.0,7.894553948277409,
10.0,6.767520302129849,
0.0,-0.806174468820064,
0.0,9.096774193548386,
0.0,3.7951612903225795,
0.0,6.645329021636533,
0.0,-2.7328556706508182,
10.0,5.895161290322582,
0.0,3.7962264127979095,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.22580645162679114,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.693548387096774,
0.0,0.0,
0.0,5.693548387096774,
0.0,0.0,
0.0,2.1451612903225805,
0.0,3.3181468784809045,
0.0,4.791844845911057,
0.0,8.693548387096774,
0.0,6.278942664969347,
0.0,1.9812529397738936,
0.0,5.300394647823292,
0.0,3.683429728614417,
0.0,5.701631514448307,
0.0,5.2917883928756675,
0.0,59.68881714043802,
0.0,-2.8110220827278996,
0.0,6.111693265118542,
0.0,6.55923365747458,
0.0,4.813995721368678,
0.0,3.081079010859749,
0.0,2.0976169187210454,
0.0,4.236010006351484,
0.0,3.633401613956375,
0.0,3.6316975039738515,
0.0,3.139715877059133,
0.0,3.055289574769708,
0.0,2.861677536521593,
0.0,8.472784375176095,
0.0,7.092749988641312,
0.0,3.9562516644887573,
0.0,7.0927531567192945,
0.0,7.866612712963368,
0.0,4.786607159257918,
10.0,4.117300267645035,
0.0,4.376880902453597,
0.0,4.6292614387152815,
0.0,4.8813339530444075,
0.0,4.262794869631641,
0.0,7.735691654109365,
0.0,6.940355803412969,
0.0,4.752711791008651,
0.0,7.487156186097704,
0.0,4.531930880711929,
0.0,4.7607575737116035,
0.0,4.458739507973505,
10.0,3.6606696623459376,
0.0,-2.8761209025490246,
0.0,2.2683294307924275,
0.0,9.471577377645021,
0.0,5.525056216196214,
0.0,1.0724856267483287,
0.0,4.285577431280685,
0.0,0.757827288038053,
0.0,1.7640230356455893,
0.0,1.1147799331339074,
0.0,1.11477620625882,
0.0,1.5625178610625934,
0.0,0.32380667043548894,
0.0,9.61249549298052,
0.0,6.75806849784871,
0.0,1.2640236189672887,
0.0,6.758074641302808,
0.0,7.59163143346927,
0.0,2.4132704483540586,
0.0,4.511118194149134,
0.0,1.5625180756545884,
0.0,3.0699355705770692,
0.0,5.027158624454412,
0.0,1.9997590665000107,
0.0,5.385409621884611,
0.0,6.2095163351368265,
0.0,5.975761623020838,
0.0,3.3099636181843275,
0.0,3.835706299424263,
10.0,4.890722316660679,
0.0,7.185138791845984,
0.0,6.864204830594518,
0.0,-3.1452083681500786,
0.0,9.016129032258064,
0.0,3.7145161290322584,
0.0,6.564683860346209,
0.0,-2.073554237801463,
0.0,5.814516129032256,
0.0,5.305294650660197,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.14516129033646857,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.612903225806452,
0.0,0.0,
0.0,5.612903225806451,
0.0,0.0,
0.0,2.064516129032258,
0.0,3.237501717190582,
10.0,6.161290322580645,
0.0,8.612903225806452,
0.0,7.612903225806451,
0.0,0.7984989566761889,
0.0,5.298615067263333,
0.0,1.161290322580645,
0.0,5.620986353157986,
0.0,9.728339056573615,
0.0,13.964924962887618,
0.0,-2.371295944807566,
0.0,8.85483870967742,
0.0,3.553225806451614,
0.0,6.403393537765565,
0.0,-3.7555254386871466,
0.0,5.653225806451613,
0.0,5.144004328079552,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,-0.01612903224417657,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.451612903225808,
0.0,0.0,
0.0,5.451612903225806,
0.0,0.0,
0.0,1.9032258064516132,
0.0,0.7090876797478667,
0.0,4.54990936204009,
0.0,8.451612903225808,
0.0,6.03700718109838,
0.0,0.8988413872410622,
0.0,5.058459163952323,
0.0,3.437901832172558,
0.0,-0.2819858034337155,
0.0,5.049728709194508,
0.0,40.85473371211201,
0.0,-3.0908947681908234,
0.0,7.502942599284511,
0.0,8.325006618389711,
0.0,6.670957145176194,
0.0,3.7013056591652878,
0.0,5.945147456823238,
0.0,5.898586393420644,
0.0,5.453250117871992,
0.0,5.3224274404005065,
0.0,4.88785696598731,
0.0,5.2413634859497815,
0.0,4.270493125060657,
0.0,9.674462553260827,
0.0,8.579144915741685,
0.0,5.680078961290145,
0.0,8.57914795333583,
0.0,9.512524877801111,
0.0,6.601201435505987,
0.0,6.347272518979723,
0.0,6.207260821967312,
0.0,6.754553488844099,
0.0,6.294939048085039,
0.0,5.29311845042077,
10.0,9.223999726700976,
10.0,7.8377147655367185,
9.0,6.318268939366902,
10.0,7.596314631450139,
10.0,6.287660924218323,
10.0,6.318720155658255,
10.0,6.625564107817715,
10.0,5.829293861073466,
0.0,-1.0119093695146029,
0.0,8.822610060708566,
0.0,3.52099715748276,
0.0,6.371164888796713,
0.0,-3.7877540876559976,
0.0,5.620997157482761,
0.0,5.111775679110698,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,-0.04835768121302965,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,10.419384254256954,
0.0,0.0,
0.0,5.419384254256953,
0.0,0.0,
0.0,1.8709971574827602,
0.0,0.6768590307790133,
0.0,4.517680713071237,
0.0,8.419384254256954,
0.0,6.004778532129527,
0.0,0.8666127382722092,
0.0,5.026230514983472,
0.0,3.4056731832037035,
0.0,-0.31421445240257073,
0.0,5.017500060225653,
0.0,40.822505063143105,
0.0,-3.1231234171596762,
0.0,5.977275072642664,
0.0,5.388805190521294,
0.0,5.834088717950516,
0.0,2.8616612483317425,
0.0,4.668452826315512,
0.0,5.832172820616288,
0.0,3.459907606647344,
0.0,3.989410389622968,
0.0,3.2197974818887296,
0.0,3.152775442570759,
0.0,4.981759355717901,
0.0,9.60195382733455,
0.0,7.639381102705356,
0.0,4.247102575144345,
0.0,7.639384079502063,
0.0,8.490333807762063,
0.0,4.731713080663888,
0.0,4.762422208496353,
0.0,4.631224340467069,
0.0,4.308888200473532,
6.0,4.8209377962889794,
0.0,4.461407738460332,
0.0,8.047757747403459,
0.0,7.025251662672906,
0.0,5.994768088330697,
6.0,7.357504193465263,
0.0,5.317229342960629,
6.0,5.556867252977051,
6.0,4.9808324679019265,
10.0,4.118175993871982,
0.0,-1.9944851717221665,
0.0,7.097176622461559,
0.0,3.9578794140408506,
0.0,7.124692913006793,
0.0,4.444339013026769,
0.0,7.567937928821037,
0.0,6.942014205620947,
0.0,5.222125998458625,
0.0,5.755636606505955,
0.0,4.838754237289927,
0.0,6.096748120693216,
0.0,4.5070903152540005,
0.0,7.027610531153658,
0.0,7.148387097532449,
0.0,6.2556371170752385,
0.0,7.1483870967741945,
0.0,9.114261821188549,
0.0,6.834617050156566,
0.0,6.012456120208437,
0.0,5.895479769377129,
0.0,4.841480521858833,
0.0,4.409701124764714,
0.0,4.76392536011877,
0.0,7.507324927078361,
0.0,5.676038473763663,
0.0,5.982223040337504,
0.0,7.376433588251209,
0.0,6.6347233128744,
0.0,6.691272496686519,
10.0,4.622219727479709,
0.0,5.992153268869399,
0.0,-2.6432358139320886,
0.0,4.56021721269049,
0.0,6.426192644581389,
0.0,5.3842555990476395,
0.0,2.5774715108193105,
0.0,2.993851535030954,
0.0,4.0472271635003,
0.0,3.4577484305962995,
0.0,3.4422966309182628,
0.0,2.9565644169358256,
0.0,2.9165497588552673,
0.0,2.6459552924255436,
0.0,8.235403788660767,
0.0,6.88362509469192,
0.0,3.770146218256592,
0.0,6.883628253288813,
0.0,7.674177501894101,
0.0,4.610074693843271,
0.0,3.9298477981812203,
0.0,4.206801514595542,
0.0,5.219843153119127,
0.0,4.575543957158284,
0.0,3.981333662161812,
0.0,7.526075181942411,
0.0,6.627682748848257,
0.0,5.90661972090179,
0.0,7.1965553759678,
0.0,4.382658069456338,
0.0,4.058328858506175,
0.0,3.693776245003314,
5.0,4.22135901859766,
0.0,-2.7238809745899184,
0.0,6.317031992650935,
0.0,6.020074121259255,
0.0,6.590682683750712,
0.0,3.2213375987440296,
0.0,4.66322192185728,
0.0,5.44794408117907,
0.0,3.5615337659234,
0.0,2.772189977467013,
0.0,2.77218773919485,
0.0,2.5725249658323435,
0.0,2.1881009900198527,
0.0,8.874274631540874,
0.0,7.141935484629223,
0.0,3.061534116252475,
0.0,7.141941628083321,
0.0,9.283195350938762,
0.0,4.350880142981026,
0.0,4.099801896097382,
0.0,4.272655004529678,
0.0,4.34961275979656,
0.0,4.416937046449117,
0.0,4.02419631072704,
0.0,8.050293762821779,
0.0,6.088124284901958,
0.0,4.9915341216745714,
0.0,6.62870763174843,
0.0,5.3679274619915125,
0.0,5.7811191576371765,
10.0,4.419911076505361,
9.0,3.8767147631433545,
0.0,-2.29162291039888,
0.0,7.9976677482147265,
0.0,6.809177799484531,
0.0,5.032374033380628,
0.0,5.0225732083284935,
0.0,4.04288110740069,
0.0,3.685212051943963,
0.0,5.46459624202494,
0.0,5.5544839883951305,
0.0,4.90284267999631,
0.0,4.337606892781203,
0.0,3.321251481619876,
0.0,7.181708433582506,
0.0,7.358064516887289,
0.0,6.0544843512639375,
0.0,7.3580645161290334,
0.0,8.308932878815776,
0.0,6.899902322402806,
0.0,6.416759591648118,
0.0,6.38134354257201,
0.0,5.998684814940047,
0.0,6.055595927962897,
0.0,4.546213166593916,
0.0,7.1979954147213645,
0.0,5.91592116337865,
0.0,4.309075812737127,
0.0,5.62812581584529,
0.0,6.0626390387829865,
9.0,5.832533266699372,
0.0,6.127892164754151,
10.0,5.340917203730874,
0.0,-2.9032768652405325,
0.0,5.754798693084992,
0.0,6.24755075480945,
0.0,4.514473144159127,
0.0,2.4484392527547945,
0.0,1.8472960302624126,
0.0,3.918194905435784,
0.0,3.3287161725317835,
0.0,3.3132643728537468,
0.0,2.827532158871309,
0.0,3.971534286267858,
0.0,2.516923034361027,
0.0,8.10637153059625,
0.0,6.754592836627404,
0.0,3.641113960192076,
0.0,6.754595995224297,
0.0,7.545145243829585,
0.0,4.481042435778756,
0.0,3.8008155401167043,
0.0,4.077769256531026,
0.0,4.3597094127329505,
0.0,4.318657815670774,
0.0,3.8523014040972967,
0.0,7.397042923877895,
0.0,6.498650490783742,
0.0,4.443645879533522,
0.0,8.373477694959977,
0.0,4.217764231904053,
0.0,5.166059198422777,
0.0,4.2320502267119045,
3.0,4.071487942125511,
0.0,-2.852913232654435,
0.0,5.932218047923702,
0.0,6.495076499786257,
0.0,4.626117520338342,
0.0,2.586730210952566,
0.0,1.9144761360380715,
0.0,4.014360396187697,
0.0,3.506135527370493,
0.0,3.4906837276924563,
0.0,3.004951513710019,
0.0,2.964936855629461,
0.0,2.694342389199737,
0.0,8.283790885434962,
0.0,6.9320121914661135,
0.0,3.8185333150307854,
0.0,6.932015350063006,
0.0,7.680590554111565,
0.0,4.658461790617464,
0.0,3.9542946629720803,
0.0,4.255188611369735,
0.0,4.563275342812126,
0.0,4.754890334023198,
0.0,4.029720758936006,
0.0,7.55544071261294,
0.0,6.664515705123074,
0.0,4.621065234372231,
0.0,7.239698558950591,
0.0,4.395183586742762,
0.0,4.578051564818179,
0.0,4.392254146946864,
10.0,3.7310158960272326,
0.0,-2.675493877815725,
0.0,6.717618194568777,
0.0,5.795127242744057,
0.0,5.091551385319143,
0.0,3.3597612066068714,
0.0,5.466971068276499,
0.0,5.078276686050414,
0.0,5.039719718372936,
0.0,5.640693684707673,
0.0,4.683475132972121,
0.0,6.499668521165891,
0.0,4.46984689224725,
0.0,6.8586433576332055,
0.0,6.97096774269374,
0.0,6.140694217738311,
0.0,6.970967741935486,
0.0,7.57659303057799,
0.0,6.679155939573908,
0.0,6.176591168353346,
0.0,5.674066007382369,
0.0,6.137668556610684,
0.0,5.368378316756691,
0.0,4.24351833189248,
0.0,6.839417138859162,
0.0,4.709456204710375,
0.0,5.779760986695212,
0.0,6.700597028642723,
0.0,6.374853548480473,
0.0,5.993396641167066,
3.0,3.6742734251076477,
0.0,4.626092452401772,
0.0,-2.8206551688611543,
0.0,6.464711242493896,
0.0,4.823427196603988,
0.0,6.478617441096191,
0.0,3.873003439598193,
0.0,5.928428841609408,
0.0,6.404283024997827,
0.0,4.4516205396037005,
0.0,4.723310204736328,
0.0,4.015894478320044,
0.0,4.509965904762123,
0.0,3.9545358820348118,
0.0,7.78945653215627,
0.0,7.147753565294763,
0.0,5.134791479536229,
0.0,7.147755236005546,
0.0,8.767884554441007,
0.0,5.835665953398053,
0.0,5.402931036088822,
0.0,5.344125416268387,
0.0,4.8037929678602,
0.0,4.562795512181563,
0.0,5.064548813505811,
0.0,7.6237974787784495,
0.0,5.888356769957937,
0.0,5.489937548509392,
0.0,7.117881111452215,
0.0,6.0192562196769455,
0.0,6.148858679300621,
10.0,4.607660438815304,
5.0,4.763746672358619,
0.0,-2.511694074014722,
0.0,8.098004676595883,
0.0,7.826264284069423,
0.0,8.06947512179935,
0.0,5.153837630217081,
0.0,6.53210015315961,
0.0,7.082259991641372,
0.0,6.067696495640144,
0.0,6.039198358082009,
0.0,5.54322291547726,
0.0,5.911696053907585,
0.0,5.180214055417955,
0.0,10.30254531314057,
0.0,9.209419618606308,
0.0,6.397226852566117,
0.0,9.209422449600275,
0.0,10.5559155650718,
0.0,7.257044182855766,
0.0,6.77684810411525,
0.0,6.877793333415565,
0.0,6.935012169739722,
10.0,6.916413462824375,
10.0,6.078835047921368,
10.0,9.633969070919857,
10.0,8.307684504066476,
10.0,7.356278052784928,
10.0,8.61295032285421,
10.0,7.421128450033912,
10.0,7.74810409227762,
10.0,7.461227141539187,
10.0,7.113110974875421,
0.0,-0.08072207575685164,
0.0,2.610447505937226,
0.0,8.817457575115162,
0.0,6.814895048665356,
0.0,1.9772244321606698,
0.0,4.9199734761986615,
0.0,1.006566410556812,
0.0,2.4772244321606696,
